ID,Bro Type,Headwear,Clothes,Eyes,Eyewear,Mouth Items,Background,DI Score,Surprisal Score,Additive Ratity,DI Score Tiers
5668,Mummy Bro,Afro,Ken's Jacket,T800,None,None,Purple Navy,14.27055458,17.48913909,186.2,Common
4322,Bro,Purple Bandana,Winter Soldier,Normal Eyes,Eye Mask,None,Purple Navy,14.26159184,18.86365318,161.08,Common
3321,Different Bro,Arabian Robe,Warm Coat,Normal Eyes,Eye Mask,None,Rose Taupe,14.2509919,19.15532882,156.97,Common
5188,Mummy Bro,Brown Hat,None,Normal Eyes,None,None,Teal Blue,14.24983735,12.72630841,216.11,Common
5779,Mummy Bro,None,Gray Shirt,T800,None,None,Middle Green,14.2372274,13.64094575,204.71,Common
5258,Mummy Bro,New Idea,Normal Jacket,Happy Eyes,None,None,Dark Lavender,14.21927702,16.64402626,189.14,Common
5539,Mummy Bro,Folded Brim,None,Small Eyes,Dbz Glass,None,Russian Green,14.21182059,18.12047598,142.24,Common
5614,Mummy Bro,None,Woolen Shirt,T800,None,None,Russian Green,14.21105871,15.56002575,188.48,Common
5431,Mummy Bro,Split Hair,None,T800,None,None,Rose Taupe,14.20603233,14.20428097,206.09,Common
275,Bro,Sheriff Hat,Tank Top,Normal Eyes,None,None,Middle Green,14.18055798,14.36295088,217.91,Common
6257,Robo Bro,None,None,Normal Eyes,Flattened,None,Middle Green,14.16002056,13.9878841,184.87,Common
5381,Mummy Bro,Brown Hat,White Striped Shirt,Small Eyes,None,None,Purple Navy,14.1359468,17.10505573,188.42,Common
5180,Mummy Bro,Brown Hat,Coat,Normal Eyes,None,None,Russian Green,14.13001271,15.31726965,198.68,Common
6235,Robo Bro,None,Tank Top,Sus Eyes,None,None,Russian Green,14.07238844,13.97506325,188.69,Common
5488,Mummy Bro,Slick Back Hair,Warm Coat,T800,Eye Patch,None,Russian Green,14.06977024,19.6400111,125.92,Common
6280,Robo Bro,None,Black Shirt,Happy Eyes,None,None,Camouflage Green,14.06641343,14.19073553,199.49,Common
341,Different Bro,Sheriff Hat,Winter Soldier,Small Eyes,Flattened,None,Middle Green,14.06447811,20.80134797,136.72,Common
4444,Bro,Afro,Gray Shirt,Normal Eyes,Eye Mask,None,Rose Taupe,14.05857253,18.10682716,163.99,Common
5808,Mummy Bro,Old Bucket Hat,White Puffer Jacket,T800,None,Mask,Teal Blue,14.05667269,22.79125563,101.38,Common
1444,Bro,None,None,Normal Eyes,Eye Mask,None,Dark Lavender,14.04651725,13.75227049,190.84,Common
1312,Bro,None,None,Normal Eyes,Eye Mask,None,Rose Taupe,14.04651725,13.75227049,193.51,Common
3177,Bro,None,Blue Puffer Jacket,Normal Eyes,Eye Mask,None,Middle Green,14.03424687,16.68026671,175.09,Common
4008,Different Bro,None,Tank Top,Normal Eyes,Eye Mask,None,Camouflage Green,14.0300337,15.93831695,172.69,Common
5970,Robo Bro,Afro,Coat,Sus Eyes,None,None,Teal Blue,14.02805662,17.18755964,171.89,Common
4829,Bro,Sheriff Hat,Winter Soldier,Sus Eyes,None,None,Camouflage Green,14.02745474,16.94022546,192.77,Common
5810,Mummy Bro,Split Hair,Black Shirt,T800,None,None,Rose Taupe,14.01853837,16.58319174,188.57,Common
5886,Robo Bro,None,None,Normal Eyes,Nerd,None,Rose Taupe,14.01000949,13.51780523,186.01,Common
5195,Mummy Bro,Slick Back Hair,Blue Puffer Jacket,T800,None,None,Middle Green,14.00787127,16.64685038,188.99,Common
2491,Bro,None,White Puffer Jacket,Normal Eyes,Eye Mask,None,Middle Green,13.99702326,16.5636218,175.33,Common
1394,Bro,Sheriff Hat,Normal Jacket,Happy Eyes,None,None,Dark Lavender,13.99233244,15.6820943,195.5,Common
6454,Robo Bro,Arabian Robe,White Striped Shirt,Sleepy Eyes,None,None,Middle Green,13.97891868,17.51400321,183.29,Common
5720,Mummy Bro,Folded Brim,Black Shirt,Happy Eyes,Dbz Glass,None,Russian Green,13.97828774,20.49489935,124.75,Common
3551,Bro,None,Gray Shirt,Normal Eyes,Flattened,,Rose Taupe,13.97746603,14.7361584,103.74,Common
5246,Mummy Bro,None,None,T800,None,None,Camouflage Green,13.97170513,11.84353363,219.41,Common
5157,Mummy Bro,None,None,T800,None,None,Dark Lavender,13.97170513,11.84353363,217.07,Common
5672,Mummy Bro,Slick Back Hair,Gray Shirt,T800,Nerd,None,Dark Lavender,13.96160195,18.88001454,137.14,Common
5463,Mummy Bro,None,Blue Puffer Jacket,T800,None,None,Dark Lavender,13.95943474,14.77152986,198.23,Common
5657,Mummy Bro,Flat Cap,Black Shirt,T800,None,Mask,Purple Navy,13.95814558,22.44127724,113.86,Common
6122,Robo Bro,Blonde Hair,Normal Jacket,Happy Eyes,Nerd,None,Camouflage Green,13.95367542,19.72484057,135.58,Common
6162,Robo Bro,Blond Hair,Warm Coat,Sleepy Eyes,None,None,Rose Taupe,13.95233624,16.59588022,185.03,Common
6014,Robo Bro,Blond Hair,None,Sleepy Eyes,Flattened,None,Russian Green,13.94198993,17.97624964,137.83,Common
5385,Mummy Bro,Slick Back Hair,White Striped Shirt,T800,None,None,Purple Navy,13.94037631,16.43534627,188.69,Common
6114,Robo Bro,Sheriff Hat,Ken's Jacket,Sus Eyes,None,None,Purple Navy,13.92695972,18.04120311,181.76,Common
3426,Bro,None,White Puffer Jacket,Happy Eyes,Eye Mask,None,Dark Lavender,13.91685917,18.2213896,151.42,Common
6233,Robo Bro,Old School Helmet,None,Sus Eyes,Eye Mask,None,Teal Blue,13.90978935,19.24985328,134.56,Common
3673,Bro,Sheriff Hat,Normal Jacket,Normal Eyes,Flattened,None,Camouflage Green,13.89844561,17.85815363,164.95,Common
5836,Mummy Bro,Chinese Hat,Pepe Shirt,No Sleep,None,None,Dark Lavender,13.89179909,19.29538943,181.97,Common
5458,Mummy Bro,Kermit Hat,Normal Jacket,Wtf Eyes,None,None,Dark Lavender,13.88717749,16.40793777,193.91,Common
5834,Mummy Bro,Split Hair,None,T800,Nerd,None,Russian Green,13.88197034,17.56802924,142.72,Common
5456,Mummy Bro,Split Hair,Tank Top,T800,None,None,Purple Navy,13.87707252,16.13989039,189.74,Common
6335,Robo Bro,Arabian Robe,Normal Jacket,Happy Eyes,None,None,Purple Navy,13.87258913,16.10797336,188.15,Common
5685,Mummy Bro,None,Coat,T800,None,None,Camouflage Green,13.8518805,14.43449487,201.32,Common
5371,Mummy Bro,None,Coat,T800,None,None,Russian Green,13.8518805,14.43449487,190.43,Common
5874,Robo Bro,Blonde Hair,Winter Soldier,Happy Eyes,Nerd,None,Rose Taupe,13.84135686,20.75534266,132.25,Common
5152,Mummy Bro,Bucket Hat,Normal Jacket,Normal Eyes,Dbz Glass,None,Dark Lavender,13.83996736,18.12005695,157,Common
5410,Mummy Bro,Slick Back Hair,Black Shirt,T800,None,None,Purple Navy,13.8326477,16.09776491,189.56,Common
5936,Robo Bro,None,None,Sleepy Eyes,Flattened,None,Russian Green,13.82893011,15.93217466,150.67,Common
6074,Robo Bro,None,Normal Jacket,Happy Eyes,None,None,Rose Taupe,13.81688612,13.4088098,202.82,Common
5221,Mummy Bro,Brown Hat,Normal Jacket,Normal Eyes,None,None,Russian Green,13.81281608,14.32329344,202.25,Common
5958,Robo Bro,Sheriff Hat,Normal Jacket,Normal Eyes,Thug Life Glass,None,Teal Blue,13.78620603,17.7611919,146.05,Common
337,Bro,None,Tank Top,Sus Eyes,Eye Mask,None,Camouflage Green,13.78483422,17.57327678,154.93,Common
5207,Mummy Bro,None,Black Shirt,T800,None,None,Middle Green,13.78421118,14.22244439,202.64,Common
6267,Robo Bro,Blond Hair,Blue Puffer Jacket,Normal Eyes,None,Mask,Rose Taupe,13.72527587,20.61224489,132.85,Common
6111,Robo Bro,None,None,Sleepy Eyes,Nerd,None,Rose Taupe,13.67891905,15.4620958,163.45,Common
5939,Robo Bro,Sheriff Hat,Normal Soldier Outfit,Normal Eyes,None,None,Middle Green,13.67346792,16.17287974,204.71,Common
5625,Mummy Bro,Blond Hair,Normal Jacket,T800,None,None,Camouflage Green,13.64774369,15.48459363,192.05,Common
5471,Mummy Bro,Blond Hair,Normal Jacket,T800,None,None,Russian Green,13.64774369,15.48459363,181.16,Common
5940,Robo Bro,None,Black Shirt,Sleepy Eyes,Flattened,None,Teal Blue,13.64143616,18.31108543,132.49,Common
5324,Mummy Bro,None,Gray Shirt,Small Eyes,Dbz Glass,None,Camouflage Green,13.64092715,17.28357568,151.9,Common
5255,Mummy Bro,Folded Brim,Winter Soldier,Happy Eyes,Dbz Glass,None,Middle Green,13.61644187,20.7434757,135.73,Common
5593,Mummy Bro,Chinese Hat,Thug Jacket,No Sleep,None,None,Camouflage Green,13.60214925,18.21738692,185.81,Common
6067,Robo Bro,Sheriff Hat,None,Sus Eyes,Eye Patch,None,Dark Lavender,13.58797646,18.42044144,146.02,Common
5577,Mummy Bro,Split Hair,Tank Top,T800,Nerd,None,Purple Navy,13.55301053,19.50363866,137.59,Common
5361,Mummy Bro,Split Hair,Tank Top,T800,Nerd,None,Russian Green,13.55301053,19.50363866,126.7,Common
5857,Mummy Bro,None,Normal Jacket,T800,None,None,Purple Navy,13.53468387,13.44051866,204.89,Common
5470,Mummy Bro,None,Normal Jacket,T800,None,None,Camouflage Green,13.53468387,13.44051866,204.89,Common
5248,Mummy Bro,Bandana,Pepe Shirt,No Sleep,None,Oni Mask,Dark Lavender,13.51816328,23.73990525,110.32,Common
5057,Bro,None,Winter Soldier,Normal Eyes,Eye Mask,None,Middle Green,13.49717742,16.3797576,175.75,Common
5708,Mummy Bro,Blond Hair,None,Small Eyes,Dbz Glass,None,Dark Lavender,13.4884647,17.53023853,152.17,Common
5601,Mummy Bro,Brown Hat,None,Happy Eyes,None,Mask,Rose Taupe,13.46008822,19.87019295,133.54,Common
5351,Mummy Bro,Derby Hat,Thug Jacket,Small Eyes,Thug Life Glass,None,Middle Green,13.39860755,20.28630946,137.92,Common
5818,Mummy Bro,Mexican Hat,Light Brown Fash Hoodie,No Sleep,None,None,Middle Green,13.32849154,17.45061727,187.64,Common
5499,Mummy Bro,None,None,T800,None,Mask,Camouflage Green,13.26212009,17.32965036,145.78,Common
6170,Robo Bro,Sheriff Hat,Coat,Sus Eyes,None,None,Purple Navy,13.25481864,17.54370345,182.81,Common
5562,Mummy Bro,Blue Cap,Thug Jacket,Wtf Eyes,None,None,Camouflage Green,13.03120426,16.48897072,193.46,Common
5414,Mummy Bro,Bandana,Roman Kind Robe,Happy Eyes,None,None,Teal Blue,13.01143694,17.83064755,176.3,Common
5607,Mummy Bro,Slick Back Hair,Normal Jacket,Small Eyes,Dbz Glass,None,Middle Green,12.98682014,18.95846911,141.25,Common
5227,Mummy Bro,Flat Top Hairstyle,Golden Jacket,Wtf Eyes,None,None,Dark Lavender,12.98536032,17.33834885,190.31,Common
6077,Robo Bro,Sheriff Hat,Tank Top,Normal Eyes,None,None,Camouflage Green,12.97840669,15.00295474,207.11,Common
5159,Mummy Bro,Flat Cap,Golden Jacket,No Sleep,None,None,Purple Navy,12.95739296,18.61051234,185.3,Common
6215,Robo Bro,Sheriff Hat,Tank Top,Small Eyes,None,None,Rose Taupe,12.94428149,16.66520994,186.59,Common
5853,Mummy Bro,None,Gray Shirt,Small Eyes,Dbz Glass,Mask,Dark Lavender,12.93134211,22.76969241,75.93,Common
6414,Robo Bro,Old Bucket Hat,Normal Jacket,Sleepy Eyes,Eye Mask,None,Rose Taupe,12.92030083,20.58380391,132.13,Common
5801,Mummy Bro,Flat Top Hairstyle,Thug Jacket,Wtf Eyes,None,None,Dark Lavender,12.84042728,16.09042134,191.96,Common
5418,Mummy Bro,Sheriff Hat,Coat,T800,None,None,Camouflage Green,12.82517552,17.34778324,186.62,Common
5297,Mummy Bro,Flat Cap,Thug Jacket,No Sleep,None,None,Dark Lavender,12.81245992,17.36258483,184.61,Common
6040,Robo Bro,None,None,Happy Eyes,Eye Mask,None,Middle Green,12.76420187,16.05004216,163.06,Common
5243,Mummy Bro,Sheriff Hat,Roman Kind Robe,Wtf Eyes,None,None,Purple Navy,12.75493147,17.96751116,191.42,Common
5197,Mummy Bro,Kermit Hat,Coat,Normal Eyes,None,None,Rose Taupe,12.74392542,16.3557438,208.73,Common
5805,Mummy Bro,Flat Top Hairstyle,Golden Jacket,No Sleep,None,None,Russian Green,12.74266258,18.16192229,175.34,Common
1046,Bro,Sheriff Hat,None,Sleepy Eyes,Eye Mask,None,Purple Navy,12.68872183,18.60984942,155.92,Common
5623,Mummy Bro,Chinese Hat,Pepe Shirt,Normal Eyes,None,None,Purple Navy,12.67404813,17.42564581,206.45,Common
5141,Mummy Bro,Derby Hat,Blue Puffer Jacket,Wtf Eyes,None,None,Purple Navy,12.62633469,16.5733629,193.31,Common
5935,Robo Bro,Sheriff Hat,White Puffer Jacket,Sleepy Eyes,Nerd,None,Russian Green,12.60272008,21.18673548,118.93,Common
5750,Mummy Bro,Mexican Hat,None,No Sleep,None,None,Camouflage Green,12.54205102,14.69423242,205.37,Common
5129,Mummy Bro,Mexican Hat,Fur Coat,Normal Eyes,None,None,Purple Navy,12.45310868,16.27794652,207.8,Common
5704,Mummy Bro,Blue Cap,Thug Jacket,Small Eyes,Thug Life Glass,None,Camouflage Green,12.45249117,20.20191727,137.32,Common
5175,Mummy Bro,Blond Hair,Golden Jacket,Wtf Eyes,None,None,Dark Lavender,12.42963107,17.09829776,190.94,Common
5573,Mummy Bro,Purple Bandana,Light Brown Fash Hoodie,Wtf Eyes,None,None,Middle Green,12.3837776,16.11857947,194.96,Common
5866,Robo Bro,None,Normal Jacket,Small Eyes,Eye Mask,None,Teal Blue,12.3732195,17.65151458,136.21,Common
5231,Mummy Bro,Purple Bandana,Ken's Jacket,Wtf Eyes,Eye Patch,None,Russian Green,12.36298671,19.91835476,130.12,Common
5811,Mummy Bro,None,Roman Kind Robe,Normal Eyes,None,None,Rose Taupe,12.32118776,14.00805261,222.17,Common
5545,Mummy Bro,Sheriff Hat,White Striped Shirt,Normal Eyes,Dbz Glass,None,Teal Blue,12.30305974,19.45368885,143.56,Common
5339,Mummy Bro,Bucket Hat,Ken's Jacket,Wtf Eyes,None,None,Rose Taupe,12.25269766,16.66592351,193.46,Common
5791,Mummy Bro,Bucket Hat,Light Brown Fash Hoodie,No Sleep,None,None,Camouflage Green,12.244124,17.15742089,187.37,Common
5435,Mummy Bro,None,Roman Kind Robe,Happy Eyes,None,None,Middle Green,12.24102367,15.66582042,201.77,Common
5242,Mummy Bro,Flat Top Hairstyle,Grey Zipper Hoodie,Wtf Eyes,Eye Patch,None,Russian Green,12.2393256,18.96810485,132.31,Common
5850,Mummy Bro,Slick Back Hair,Thug Jacket,Wtf Eyes,None,None,Purple Navy,12.22007474,15.68161579,195.44,Common
5550,Mummy Bro,None,Thug Jacket,Wtf Eyes,None,None,Rose Taupe,12.17163821,13.80629528,208.1,Common
5306,Mummy Bro,Old Bucket Hat,Gray Shirt,Wtf Eyes,Eye Patch,None,Dark Lavender,12.15582471,18.79366436,142.03,Common
5744,Mummy Bro,Blond Hair,Gray Shirt,Wtf Eyes,Thug Life Glass,None,Rose Taupe,12.12736554,17.81664768,147.64,Common
5133,Mummy Bro,Red Beanie,Woolen Shirt,Wtf Eyes,None,None,Middle Green,12.12012681,17.67080904,192.38,Common
5735,Mummy Bro,Old School Helmet,Light Brown Fash Hoodie,Small Eyes,Thug Life Glass,None,Teal Blue,12.0387967,20.31981251,125.65,Common
5820,Mummy Bro,Flat Cap,Ken's Jacket,No Sleep,None,None,Camouflage Green,12.02606081,17.5230495,186.65,Common
5434,Mummy Bro,Flat Cap,None,No Sleep,None,Oni Mask,Teal Blue,12.00290405,20.3017955,120.22,Common
5380,Mummy Bro,Blue Cap,Ken's Jacket,No Sleep,None,None,Rose Taupe,12.00210742,17.47300882,187.07,Common
5637,Mummy Bro,Bucket Hat,Grey Zipper Hoodie,No Sleep,None,None,Teal Blue,11.98196416,16.73901654,176.9,Common
5576,Mummy Bro,Purple Bandana,Normal Soldier Outfit,Wtf Eyes,None,None,Middle Green,11.9634385,16.46772904,194.27,Common
5399,Mummy Bro,Old Bucket Hat,Grey Zipper Hoodie,No Sleep,None,None,Middle Green,11.95855219,16.69010694,189.29,Common
5469,Mummy Bro,Mexican Hat,Coat,Wtf Eyes,None,Mask,Middle Green,11.95533908,21.94773695,120.82,Common
5849,Mummy Bro,Bucket Hat,Pepe Shirt,Normal Eyes,None,None,Teal Blue,11.86829792,16.53729117,196.1,Common
5706,Mummy Bro,Blonde Hair,Grey Zipper Hoodie,Wtf Eyes,None,None,Teal Blue,11.81805462,16.16856205,182.9,Common
5582,Mummy Bro,Folded Brim,Normal Soldier Outfit,No Sleep,None,None,Purple Navy,11.79274206,17.44171931,186.8,Common
5631,Mummy Bro,Mexican Hat,Grey Zipper Hoodie,Happy Eyes,None,None,Middle Green,11.76841665,16.82023711,190.04,Common
5276,Mummy Bro,Purple Bandana,Pepe Shirt,Normal Eyes,None,None,Middle Green,11.76525378,16.32202318,208.82,Common
5182,Mummy Bro,Blond Hair,Grey Zipper Hoodie,No Sleep,None,Oni Mask,Russian Green,11.75672511,21.95113485,105.04,Common
5780,Mummy Bro,Head Band,Grey Zipper Hoodie,No Sleep,None,None,Purple Navy,11.74283031,16.23944553,189.53,Common
5465,Mummy Bro,Flat Top Hairstyle,Golden Jacket,Normal Eyes,Eye Patch,None,Dark Lavender,11.73824481,19.75987791,153.49,Common
5241,Mummy Bro,Head Band,Gray Shirt,Wtf Eyes,None,None,Russian Green,11.72676963,14.87530372,187.01,Common
5610,Mummy Bro,Bucket Hat,Golden Jacket,Normal Eyes,None,None,Purple Navy,11.72358111,16.70721617,207.5,Common
5825,Mummy Bro,Flat Cap,None,Wtf Eyes,None,None,Russian Green,11.71644209,13.61101517,201.32,Common
5543,Mummy Bro,Bucket Hat,None,Wtf Eyes,None,None,Camouflage Green,11.70038121,13.57746261,212.27,Common
5253,Mummy Bro,Purple Bandana,None,Wtf Eyes,None,None,Rose Taupe,11.59733707,13.36219462,213.02,Common
5569,Mummy Bro,Flat Cap,Coat,Wtf Eyes,None,None,Rose Taupe,11.59661746,16.20197641,194.45,Common
5218,Mummy Bro,Bandana,Blue Puffer Jacket,Wtf Eyes,None,None,Middle Green,11.59106553,15.97112241,195.35,Common
5238,Mummy Bro,Bucket Hat,Coat,Wtf Eyes,None,None,Teal Blue,11.58055658,16.16842385,182.63,Common
5680,Mummy Bro,Bucket Hat,Thug Jacket,Normal Eyes,None,None,Camouflage Green,11.57864807,15.45928866,209.15,Common
5277,Mummy Bro,Flat Cap,Thug Jacket,Happy Eyes,None,None,Rose Taupe,11.51454487,17.15060903,188.6,Common
5767,Mummy Bro,Folded Brim,Warm Coat,Wtf Eyes,None,None,Purple Navy,11.50563376,15.96606918,194.66,Common
5737,Mummy Bro,Chinese Hat,Grey Zipper Hoodie,Happy Eyes,None,None,Purple Navy,11.48979932,17.41539538,188.57,Common
5144,Mummy Bro,Folded Brim,Black Shirt,Wtf Eyes,None,None,Rose Taupe,11.48184441,15.89152223,195.2,Common
5700,Mummy Bro,Head Band,None,Wtf Eyes,None,None,Teal Blue,11.46124736,13.0778916,201.8,Common
5375,Mummy Bro,Purple Bandana,Thug Jacket,Small Eyes,None,None,Purple Navy,11.44147875,16.90627587,188.72,Common
5605,Mummy Bro,Blonde Hair,Pepe Shirt,Small Eyes,None,None,Teal Blue,11.42756545,18.45266531,174.83,Common
5554,Mummy Bro,None,Normal Soldier Outfit,Wtf Eyes,Eye Patch,None,Purple Navy,11.41235727,17.4515327,154.9,Common
5489,Mummy Bro,Purple Bandana,Black Shirt,Wtf Eyes,None,None,Middle Green,11.40984312,15.74110539,195.92,Common
5247,Mummy Bro,None,Jedi Robe,Wtf Eyes,None,None,Dark Lavender,11.40680965,14.01859888,205.04,Common
5823,Mummy Bro,Old School Helmet,Normal Jacket,Wtf Eyes,None,None,Teal Blue,11.394048,15.44746613,185.75,Common
5283,Mummy Bro,Flat Cap,White Striped Shirt,No Sleep,None,None,Camouflage Green,11.39397901,17.15108073,187.4,Common
5310,Mummy Bro,Russian Hat,Normal Jacket,No Sleep,None,None,Russian Green,11.36433159,16.03157363,180.38,Common
5677,Mummy Bro,Blue Cap,Tank Top,Wtf Eyes,None,None,Dark Lavender,11.36352889,15.4965839,193.94,Common
5267,Mummy Bro,Blue Cap,Fur Coat,Normal Eyes,None,None,Purple Navy,11.36084863,15.96826202,208.31,Common
5506,Mummy Bro,None,Grey Zipper Hoodie,Wtf Eyes,None,None,Dark Lavender,11.35720334,13.21627955,206.87,Common
5419,Mummy Bro,None,Grey Zipper Hoodie,Wtf Eyes,None,None,Rose Taupe,11.35720334,13.21627955,209.54,Common
5196,Mummy Bro,None,Grey Zipper Hoodie,Wtf Eyes,None,None,Purple Navy,11.35720334,13.21627955,209.21,Common
5838,Mummy Bro,Purple Bandana,Dutch White Robe,Happy Eyes,None,None,Dark Lavender,11.35473014,17.38418125,185.6,Common
5278,Mummy Bro,Blue Cap,Coat,No Sleep,None,None,Camouflage Green,11.32996634,16.97550916,187.79,Common
5644,Mummy Bro,Blond Hair,Normal Soldier Outfit,Wtf Eyes,None,None,Camouflage Green,11.31208389,16.02790844,194.6,Common
5234,Mummy Bro,Bandana,White Puffer Jacket,No Sleep,None,None,Dark Lavender,11.3111442,16.67805092,186.08,Common
5842,Mummy Bro,Mexican Hat,None,Small Eyes,None,None,Middle Green,11.29017486,14.486744,207.41,Common
5634,Mummy Bro,Chinese Hat,Woolen Shirt,Normal Eyes,None,None,Rose Taupe,11.28503631,17.1361392,207.08,Common
5696,Mummy Bro,Arabian Robe,Normal Soldier Outfit,Wtf Eyes,None,None,Teal Blue,11.25472708,16.68299702,181.55,Common
5232,Mummy Bro,Blond Hair,Pepe Shirt,Happy Eyes,Eye Patch,None,Camouflage Green,11.24706828,21.00766963,135.79,Common
5409,Mummy Bro,Chinese Hat,Gray Shirt,Happy Eyes,None,None,Purple Navy,11.23104091,16.874827,190.52,Common
5127,Mummy Bro,Blond Hair,Grey Zipper Hoodie,No Sleep,None,None,Middle Green,11.22756542,16.08392796,190.7,Common
5643,Mummy Bro,Bucket Hat,Thug Jacket,Small Eyes,Nerd,None,Russian Green,11.2204609,20.48529213,125.26,Common
5690,Mummy Bro,None,Thug Jacket,Small Eyes,None,Oni Mask,Middle Green,11.20622401,20.28958719,129.37,Common
5298,Mummy Bro,Slick Back Hair,Ken's Jacket,No Sleep,None,None,Camouflage Green,11.1909779,16.6656539,188.72,Common
5119,Mummy Bro,Purple Bandana,Warm Coat,No Sleep,None,None,Purple Navy,11.19093473,16.63922577,188.54,Common
5715,Mummy Bro,Flat Top Hairstyle,Tank Top,Wtf Eyes,None,None,Purple Navy,11.17275191,15.09803452,197.12,Common
5416,Mummy Bro,Slick Back Hair,None,No Sleep,None,Oni Mask,Rose Taupe,11.16782113,19.44439989,134.17,Common
5742,Mummy Bro,Slick Back Hair,Grey Zipper Hoodie,No Sleep,None,None,Rose Taupe,11.16294213,15.9151735,190.79,Common
5795,Mummy Bro,Old Bucket Hat,Thug Jacket,Happy Eyes,Nerd,None,Dark Lavender,11.15101003,20.43189514,133.93,Common
5274,Mummy Bro,Derby Hat,None,Small Eyes,None,None,Rose Taupe,11.14403119,14.26145169,207.35,Common
5452,Mummy Bro,None,Ken's Jacket,No Sleep,None,None,Camouflage Green,11.14254137,14.79033338,201.05,Common
5397,Mummy Bro,Blonde Hair,Thug Jacket,Small Eyes,None,None,Rose Taupe,11.1379156,17.37466279,188.21,Common
5717,Mummy Bro,Flat Top Hairstyle,Fur Coat,Small Eyes,None,None,Camouflage Green,11.13594646,17.23196785,188.3,Common
5566,Mummy Bro,Folded Brim,None,Normal Eyes,Thug Life Glass,None,Dark Lavender,11.12475047,15.56330282,174.76,Common
5480,Mummy Bro,Derby Hat,None,Happy Eyes,None,None,Middle Green,11.0979923,14.2569643,207.8,Common
5618,Mummy Bro,None,Woolen Shirt,Wtf Eyes,None,None,Dark Lavender,11.07227624,14.59479117,204.23,Common
5340,Mummy Bro,None,Normal Jacket,No Sleep,Thug Life Glass,None,Dark Lavender,11.06906446,16.39571905,152.32,Common
5639,Mummy Bro,Flat Top Hairstyle,Grey Zipper Hoodie,Small Eyes,None,Oni Mask,Camouflage Green,11.06057821,21.98369752,116.59,Common
5722,Mummy Bro,Mexican Hat,Black Shirt,Happy Eyes,None,None,Rose Taupe,11.05664201,16.86116738,189.5,Common
5348,Mummy Bro,Blonde Hair,None,No Sleep,None,None,Russian Green,11.0510762,14.65415498,194.54,Common
5427,Mummy Bro,Derby Hat,Ken's Jacket,Normal Eyes,None,Mask,Teal Blue,11.0208878,21.17377412,123.55,Common
5816,Mummy Bro,Chinese Hat,None,Small Eyes,None,None,Rose Taupe,11.01155754,15.08190227,206.27,Common
5701,Mummy Bro,Chinese Hat,None,Small Eyes,None,None,Purple Navy,11.01155754,15.08190227,205.94,Common
5315,Mummy Bro,Old Bucket Hat,Gray Shirt,No Sleep,None,Mask,Teal Blue,10.99020874,21.63565529,105.31,Common
5513,Mummy Bro,Folded Brim,Gray Shirt,No Sleep,None,Mask,Rose Taupe,10.98257787,21.61971374,117.22,Common
5648,Mummy Bro,Chinese Hat,Blue Puffer Jacket,Happy Eyes,None,None,Purple Navy,10.95324825,18.00541111,187.13,Common
5121,Mummy Bro,Bucket Hat,Light Brown Fash Hoodie,Happy Eyes,None,None,Dark Lavender,10.94620895,16.94544509,186.35,Common
5341,Mummy Bro,Blond Hair,None,Wtf Eyes,None,None,Russian Green,10.94598247,12.92237402,202.88,Common
5132,Mummy Bro,Blond Hair,None,Wtf Eyes,None,None,Middle Green,10.94598247,12.92237402,214.52,Common
5373,Mummy Bro,Blonde Hair,Coat,No Sleep,None,None,Purple Navy,10.93125157,17.24511622,187.34,Common
5753,Mummy Bro,Bandana,Normal Jacket,No Sleep,None,None,Camouflage Green,10.92361693,15.46368464,192.5,Common
5153,Mummy Bro,Blond Hair,None,No Sleep,Eye Patch,None,Dark Lavender,10.91661793,17.21364669,152.47,Common
5438,Mummy Bro,Mexican Hat,Tank Top,Happy Eyes,None,None,Camouflage Green,10.91517616,16.41786603,190.67,Common
5302,Mummy Bro,Head Band,Winter Soldier,Wtf Eyes,None,None,Middle Green,10.91190753,15.70537872,195.92,Common
5821,Mummy Bro,Blue Cap,Winter Soldier,No Sleep,None,None,Dark Lavender,10.90045114,17.01203504,185.36,Common
5363,Mummy Bro,Arabian Robe,Ken's Jacket,Normal Eyes,Thug Life Glass,None,Camouflage Green,10.89635421,18.71661487,157.84,Common
5588,Mummy Bro,Red Beanie,Ken's Jacket,Happy Eyes,None,None,Teal Blue,10.89247689,17.65437544,175.88,Common
5364,Mummy Bro,Slick Back Hair,None,Wtf Eyes,None,None,Rose Taupe,10.88135918,12.75361956,214.61,Common
5641,Mummy Bro,Slick Back Hair,Woolen Shirt,No Sleep,None,None,Camouflage Green,10.87801503,17.29368512,187.82,Common
5346,Mummy Bro,Red Beanie,Grey Zipper Hoodie,Happy Eyes,None,None,Rose Taupe,10.86444113,16.90389504,189.5,Common
5417,Mummy Bro,None,Gray Shirt,No Sleep,None,None,Rose Taupe,10.85574719,13.4992846,205.07,Common
5638,Mummy Bro,Mexican Hat,Normal Jacket,Small Eyes,None,None,Teal Blue,10.8531536,16.08372903,180.59,Common
5496,Mummy Bro,None,None,Wtf Eyes,None,None,Camouflage Green,10.83292265,10.87829905,226.61,Common
5495,Mummy Bro,None,None,Wtf Eyes,None,None,Russian Green,10.83292265,10.87829905,215.72,Common
5311,Mummy Bro,None,None,Wtf Eyes,None,None,Purple Navy,10.83292265,10.87829905,226.61,Common
